source_code;target_table;data_type;canonical_metric;available_years
ETCGI12;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2012
ETCGI13;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2013
ETCGI14;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2014
ETCGI15;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2015
ETCGI16;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2016
ETCGI17;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2017
ETCGI18;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2018
ETCGI19;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2019
ETCGI20;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2020
ETCGI21;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2021
ETCGI22;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2022
ETCGI23;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2023
ETCGI24;creation_histo;NUM;creations_d_ets_de_comm_transp_restau_heberg;2024
ETCJZ12;creation_histo;NUM;creations_d_ets_d_information_et_communication;2012
ETCJZ13;creation_histo;NUM;creations_d_ets_d_information_et_communication;2013
ETCJZ14;creation_histo;NUM;creations_d_ets_d_information_et_communication;2014
ETCJZ15;creation_histo;NUM;creations_d_ets_d_information_et_communication;2015
ETCJZ16;creation_histo;NUM;creations_d_ets_d_information_et_communication;2016
ETCJZ17;creation_histo;NUM;creations_d_ets_d_information_et_communication;2017
ETCJZ18;creation_histo;NUM;creations_d_ets_d_information_et_communication;2018
ETCJZ19;creation_histo;NUM;creations_d_ets_d_information_et_communication;2019
ETCJZ20;creation_histo;NUM;creations_d_ets_d_information_et_communication;2020
ETCJZ21;creation_histo;NUM;creations_d_ets_d_information_et_communication;2021
ETCJZ22;creation_histo;NUM;creations_d_ets_d_information_et_communication;2022
ETCJZ23;creation_histo;NUM;creations_d_ets_d_information_et_communication;2023
ETCJZ24;creation_histo;NUM;creations_d_ets_d_information_et_communication;2024
ETCKZ12;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2012
ETCKZ13;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2013
ETCKZ14;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2014
ETCKZ15;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2015
ETCKZ16;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2016
ETCKZ17;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2017
ETCKZ18;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2018
ETCKZ19;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2019
ETCKZ20;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2020
ETCKZ21;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2021
ETCKZ22;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2022
ETCKZ23;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2023
ETCKZ24;creation_histo;NUM;creations_d_ets_d_activites_financieres_et_d_assurance;2024
ETCLZ12;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2012
ETCLZ13;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2013
ETCLZ14;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2014
ETCLZ15;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2015
ETCLZ16;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2016
ETCLZ17;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2017
ETCLZ18;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2018
ETCLZ19;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2019
ETCLZ20;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2020
ETCLZ21;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2021
ETCLZ22;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2022
ETCLZ23;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2023
ETCLZ24;creation_histo;NUM;creations_d_ets_d_activites_immobilieres;2024
ETCMN12;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2012
ETCMN13;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2013
ETCMN14;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2014
ETCMN15;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2015
ETCMN16;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2016
ETCMN17;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2017
ETCMN18;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2018
ETCMN19;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2019
ETCMN20;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2020
ETCMN21;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2021
ETCMN22;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2022
ETCMN23;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2023
ETCMN24;creation_histo;NUM;crea_d_ets_d_acti_spec_scie_et_tech_et_serv_adm;2024
ETCOQ12;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2012
ETCOQ13;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2013
ETCOQ14;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2014
ETCOQ15;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2015
ETCOQ16;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2016
ETCOQ17;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2017
ETCOQ18;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2018
ETCOQ19;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2019
ETCOQ20;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2020
ETCOQ21;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2021
ETCOQ22;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2022
ETCOQ23;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2023
ETCOQ24;creation_histo;NUM;creati_d_ets_du_secteu_adm_publ_enseign_sante_et_action_sociale;2024
ETCRU12;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2012
ETCRU13;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2013
ETCRU14;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2014
ETCRU15;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2015
ETCRU16;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2016
ETCRU17;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2017
ETCRU18;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2018
ETCRU19;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2019
ETCRU20;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2020
ETCRU21;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2021
ETCRU22;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2022
ETCRU23;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2023
ETCRU24;creation_histo;NUM;creations_d_ets_des_autres_activites_de_services;2024
ETCTOT12;creation_histo;NUM;creations_d_ets;2012
ETCTOT13;creation_histo;NUM;creations_d_ets;2013
ETCTOT14;creation_histo;NUM;creations_d_ets;2014
ETCTOT15;creation_histo;NUM;creations_d_ets;2015
ETCTOT16;creation_histo;NUM;creations_d_ets;2016
ETCTOT17;creation_histo;NUM;creations_d_ets;2017
ETCTOT18;creation_histo;NUM;creations_d_ets;2018
ETCTOT19;creation_histo;NUM;creations_d_ets;2019
ETCTOT20;creation_histo;NUM;creations_d_ets;2020
ETCTOT21;creation_histo;NUM;creations_d_ets;2021
ETCTOT22;creation_histo;NUM;creations_d_ets;2022
ETCTOT23;creation_histo;NUM;creations_d_ets;2023
ETCTOT24;creation_histo;NUM;creations_d_ets;2024
ETFZ023;employment;NUM;etablissements_construction_sans_salarie_fin_2023;2023
ETFZ1023;employment;NUM;etablissements_construction_10_a_19_salaries_fin_2023;2023
ETFZ123;employment;NUM;etablissements_construction_1_a_9_salaries_fin_2023;2023
ETFZ2023;employment;NUM;etablissements_construction_20_a_49_salaries_fin_2023;2023
ETFZ23;employment;NUM;etablissements_construction_fin_2023;2023
ETFZ5023;employment;NUM;etablissements_construction_50_salaries_ou_fin_2023;2023
ETGU023;employment;NUM;etablissem_commerce_et_services_marchands_sans_salarie_fin_2023;2023
ETGU1023;employment;NUM;etablis_commerce_et_services_marchand_10_a_19_salaries_fin_2023;2023
ETGU123;employment;NUM;etabliss_commerce_et_services_marchands_1_a_9_salaries_fin_2023;2023
ETGU2023;employment;NUM;etablis_commerce_et_services_marchand_20_a_49_salaries_fin_2023;2023
ETGU23;employment;NUM;etablissements_commerce_et_services_marchands_fin_2023;2023
ETGU5023;employment;NUM;etablis_commerc_et_service_marchan_50_salaries_ou_plus_fin_2023;2023
ETNBE23;employment;NUM;ets_de_l_industrie_economiquement_actifs;2023
ETNFZ23;employment;NUM;ets_de_la_construction_economiquement_actifs;2023
ETNGI23;employment;NUM;ets_de_comm_transp_restau_heberg_economiquement_actifs;2023
ETNJZ23;employment;NUM;ets_d_information_et_communication_economiquement_actifs;2023
ETNKZ23;employment;NUM;ets_d_activites_financieres_et_d_assurance_economiquemen_actifs;2023
ETNLZ23;employment;NUM;ets_d_activites_immobilieres_economiquement_actifs;2023
ETNMN23;employment;NUM;ets_d_acti_spec_scie_et_tech_et_serv_adm_econ_acti;2023
ETNOQ23;employment;NUM;ets_du_secte_adm_publ_ensei_sante_et_actio_social_econom_actifs;2023
ETNPRES23;employment;NUM;etabli_sphere_produc_present_la_dernier_semaine_de_decembr_2023;2023
ETNPRESPUB23;employment;NUM;etabl_spher_produ_public_presen_la_dernie_semain_de_decemb_2023;2023
ETNRU23;employment;NUM;ets_des_autres_activites_de_services_economiquement_actifs;2023
ETNTOT23;employment;NUM;etablissements_economiquement_actifs;2023
ETOQ023;employment;NUM;etablissements_services_non_marchands_sans_salarie_fin_2023;2023
ETOQ1023;employment;NUM;etablissements_services_non_marchands_10_a_19_salaries_fin_2023;2023
ETOQ123;employment;NUM;etablissements_services_non_marchands_1_a_9_salaries_fin_2023;2023
ETOQ2023;employment;NUM;etablissements_services_non_marchands_20_a_49_salaries_fin_2023;2023
ETOQ23;employment;NUM;etablissements_services_non_marchands_fin_2023;2023
ETOQ5023;employment;NUM;etablisseme_services_non_marchands_50_salaries_ou_plus_fin_2023;2023
ETPAZ1023;employment;NUM;effe_sala_des_etab_agri_10_a_19_sala_dern_sema_dec;2023
ETPAZ123;employment;NUM;effe_sala_des_etab_agri_1_a_9_sala_dern_sema_dec;2023
ETPAZ2023;employment;NUM;effe_sala_des_etab_agri_20_a_49_sala_dern_sema_dec;2023
ETPAZ23;employment;NUM;effec_salar_des_etabl_agric_prese_la_derni_semai_de_decemb_2023;2023
ETPAZ5023;employment;NUM;effe_sala_des_etab_agri_50_a_99_sala_dern_sema_dec;2023
ETPAZCP23;employment;NUM;effe_sala_des_etab_agri_100_sala_ou_dern_sema_dec;2023
ETPBE1023;employment;NUM;effe_sala_des_etab_indu_10_a_19_sala_dern_sema_dec;2023
ETPBE123;employment;NUM;effe_sala_des_etab_indu_1_a_9_sala_dern_sema_dec;2023
ETPBE2023;employment;NUM;effe_sala_des_etab_indu_20_a_49_sala_dern_sema_dec;2023
ETPBE23;employment;NUM;effe_sala_des_etab_de_l_indu_prese_la_derni_semai_de_decem_2023;2023
ETPBE5023;employment;NUM;effe_sala_des_etab_indu_50_a_99_sala_dern_sema_dec;2023
ETPBECP23;employment;NUM;effe_sala_des_etab_indu_100_sala_ou_dern_sema_dec;2023
ETPFZ1023;employment;NUM;effe_sala_des_etab_cons_10_a_19_sala_dern_sema_dec;2023
ETPFZ123;employment;NUM;effe_sala_des_etab_cons_1_a_9_sala_dern_sema_dec;2023
ETPFZ2023;employment;NUM;effe_sala_des_etab_cons_20_a_49_sala_dern_sema_dec;2023
ETPFZ23;employment;NUM;effe_sala_des_etab_de_la_cons_pres_la_derni_semai_de_decem_2023;2023
ETPFZ5023;employment;NUM;effe_sala_des_etab_cons_50_a_99_sala_dern_sema_dec;2023
ETPFZCP23;employment;NUM;effe_sala_des_etab_cons_100_sala_ou_dern_sema_dec;2023
ETPGU1023;employment;NUM;effe_sala_des_etab_comm_et_serv_marc_10_a_19_sala_dern_sema_dec;2023
ETPGU123;employment;NUM;effe_sala_des_etab_comm_et_serv_marc_1_a_9_sala_dern_sema_dec;2023
ETPGU2023;employment;NUM;effe_sala_des_etab_comm_et_serv_marc_20_a_49_sala_dern_sema_dec;2023
ETPGU23;employment;NUM;effe_sala_des_etab_du_comm_et_serv_marc_dern_sema_dec;2023
ETPGU5023;employment;NUM;effe_sala_des_etab_comm_et_serv_marc_50_a_99_sala_dern_sema_dec;2023
ETPGUCP23;employment;NUM;effe_sala_des_etab_comm_et_serv_marc_100_sala_ou_dern_sema_dec;2023
ETPNPRES23;employment;NUM;effe_sala_des_etab_sphe_prod_prese_la_derni_semai_de_decem_2023;2023
ETPNPRESPUB23;employment;NUM;effe_sala_des_etab_sphe_prod_publ_dern_sema_dec;2023
ETPOQ1023;employment;NUM;effe_sala_des_etab_serv_non_marc_10_a_19_sala_dern_sema_dec;2023
ETPOQ123;employment;NUM;effe_sala_des_etab_serv_non_marc_1_a_9_sala_dern_sema_dec;2023
ETPOQ2023;employment;NUM;effe_sala_des_etab_serv_non_marc_20_a_49_sala_dern_sema_dec;2023
ETPOQ23;employment;NUM;effe_sala_des_etab_serv_non_marc_pres_la_dern_sema_de_dece_2023;2023
ETPOQ5023;employment;NUM;effe_sala_des_etab_serv_non_marc_50_a_99_sala_dern_sema_dec;2023
ETPOQCP23;employment;NUM;effe_sala_des_etab_serv_non_marc_100_sala_ou_dern_sema_dec;2023
ETPPRES23;employment;NUM;effe_sala_des_etab_sphe_pres_prese_la_derni_semai_de_decem_2023;2023
ETPPRESPUB23;employment;NUM;effe_sala_des_etab_sphe_pres_publ_dern_sema_dec;2023
ETPRES23;employment;NUM;etabli_sphere_presen_present_la_dernier_semaine_de_decembr_2023;2023
ETPRESPUB23;employment;NUM;etabl_spher_prese_public_presen_la_dernie_semain_de_decemb_2023;2023
ETPTEF1023;employment;NUM;effe_sala_des_etab_de_10_a_19_sala_dern_sema_dec;2023
ETPTEF123;employment;NUM;effe_sala_des_etab_de_1_a_9_sala_pres_la_dern_sema_de_dece_2023;2023
ETPTEF2023;employment;NUM;effe_sala_des_etab_de_20_a_49_sala_dern_sema_dec;2023
ETPTEF5023;employment;NUM;effe_sala_des_etab_de_50_a_99_sala_dern_sema_dec;2023
ETPTEFCP23;employment;NUM;effe_sala_des_etab_de_100_sala_ou_plus_dern_sema_dec;2023
ETPTOT23;employment;NUM;effect_salari_des_etabli_presen_la_dernie_semain_de_decemb_2023;2023
ETTEF023;employment;NUM;etablissements_sans_salarie_fin_2023;2023
ETTEF1023;employment;NUM;etablissements_de_10_a_19_salaries_fin_2023;2023
ETTEF123;employment;NUM;etablissements_de_1_a_9_salaries_fin_2023;2023
ETTEF2023;employment;NUM;etablissements_de_20_a_49_salaries_fin_2023;2023
ETTEF5023;employment;NUM;etablissements_de_50_salaries_ou_plus_fin_2023;2023
ETTOT23;employment;NUM;total_ets_fin_2023;2023
HT026;tourism_accommodations;NUM;hotels_non_classes;2025
HT126;tourism_accommodations;NUM;hotels_classes_1_etoile;2025
HT226;tourism_accommodations;NUM;hotels_classes_2_etoiles;2025
HT26;tourism_accommodations;NUM;hotels;2025
HT326;tourism_accommodations;NUM;hotels_classes_3_etoiles;2025
HT426;tourism_accommodations;NUM;hotels_classes_4_etoiles;2025
HT526;tourism_accommodations;NUM;hotels_classes_5_etoiles;2025
HTCH026;tourism_accommodations;NUM;chambres_dans_hotels_non_classes;2025
HTCH126;tourism_accommodations;NUM;chambres_dans_hotels_classes_1_etoile;2025
HTCH226;tourism_accommodations;NUM;chambres_dans_hotels_classes_2_etoiles;2025
HTCH26;tourism_accommodations;NUM;chambres_dans_hotels;2025
HTCH326;tourism_accommodations;NUM;chambres_dans_hotels_classes_3_etoiles;2025
HTCH426;tourism_accommodations;NUM;chambres_dans_hotels_classes_4_etoiles;2025
HTCH526;tourism_accommodations;NUM;chambres_dans_hotels_classes_5_etoiles;2025
MED21;fiscal;NUM;mediane_du_niveau_vie;2021
NAISD14;births_deaths;NUM;naissances_domiciliees;2014
NAISD15;births_deaths;NUM;naissances_domiciliees;2015
NAISD16;births_deaths;NUM;naissances_domiciliees;2016
NAISD17;births_deaths;NUM;naissances_domiciliees;2017
NAISD18;births_deaths;NUM;naissances_domiciliees;2018
NAISD19;births_deaths;NUM;naissances_domiciliees;2019
NAISD20;births_deaths;NUM;naissances_domiciliees;2020
NAISD21;births_deaths;NUM;naissances_domiciliees;2021
NAISD22;births_deaths;NUM;naissances_domiciliees;2022
NAISD23;births_deaths;NUM;naissances_domiciliees;2023
NAISD24;births_deaths;NUM;naissances_domiciliees;2024
NBMENFISC21;fiscal;NUM;nombre_de_menages_fiscaux;2021
NBPERSMENFISC21;fiscal;NUM;nombre_de_personnes_dans_les_menages_fiscaux;2021
P06_LOG;population;NUM;logements_princ;2006
P06_LOGVAC;population;NUM;logements_vacants_princ;2006
P06_PMEN;population;NUM;pop_menages_pop_res_princ_princ;2006
P06_POP;population;NUM;population_princ;2006
P06_RP;population;NUM;residences_principales_menages_princ;2006
P06_RSECOCC;population;NUM;res_secondaires_et_logts_occasionnels_princ;2006
P11_ACT1524;population;NUM;actifs_15_24_ans_princ;2011
P11_ACT1564;population;NUM;actifs_15_64_ans_princ;2011
P11_ACT15P;population;NUM;actifs_15_ans_ou_plus_princ;2011
P11_ACT2554;population;NUM;actifs_25_54_ans_princ;2011
P11_ACT5564;population;NUM;actifs_55_64_ans_princ;2011
P11_ACTOCC;population;NUM;actifs_occupes_princ;2011
P11_ACTOCC1524;population;NUM;actifs_occupes_15_24_ans_princ;2011
P11_ACTOCC1564;population;NUM;actifs_occupes_15_64_ans_princ;2011
P11_ACTOCC15P;population;NUM;actifs_occupes_15_ans_ou_plus_princ;2011
P11_ACTOCC15P_2ROUES;population;NUM;actifs_occ_15_ans_ou_plus_deux_roues_princ;2011
P11_ACTOCC15P_COMMUN;population;NUM;actifs_occ_15_ans_ou_plus_transport_en_commun_princ;2011
P11_ACTOCC15P_ILT1;population;NUM;actif_occ_15_ans_ou_plus_travaille_commune_residence_princ;2011
P11_ACTOCC15P_ILT2;population;NUM;acti_occ_15_ans_ou_plus_trava_autre_commu_meme_dept_resid_princ;2011
P11_ACTOCC15P_ILT2P;population;NUM;acti_occ_15_ans_ou_plus_trava_autre_commu_que_commu_resid_princ;2011
P11_ACTOCC15P_ILT3;population;NUM;acti_occ_15_ans_ou_plus_trava_autre_dept_meme_regio_resid_princ;2011
P11_ACTOCC15P_ILT4;population;NUM;actif_occ_15_ans_ou_plus_travail_autre_region_en_metropol_princ;2011
P11_ACTOCC15P_ILT5;population;NUM;actif_occ_15_ans_ou_plus_travai_autre_region_hors_metropo_princ;2011
P11_ACTOCC15P_MARCHE;population;NUM;actifs_occ_15_ans_ou_plus_marche_a_pied_pour_travail_princ;2011
P11_ACTOCC15P_PASTRANS;population;NUM;actifs_occ_15_ans_ou_plus_pas_de_transport_pour_travail_princ;2011
P11_ACTOCC15P_TP;population;NUM;actifs_occ_15_ans_ou_plus_tp_princ;2011
P11_ACTOCC15P_VOITURE;population;NUM;actifs_occ_15_ans_ou_plus_voiture_princ;2011
P11_ACTOCC2554;population;NUM;actifs_occupes_25_54_ans_princ;2011
P11_ACTOCC5564;population;NUM;actifs_occupes_55_64_ans_princ;2011
P11_AINACT1564;population;NUM;autres_inactifs_15_64_ans_princ;2011
P11_ANEM_RP;population;NUM;anc_tot_emmengt_res_princ_annees_princ;2011
P11_ANEM_RP_GRAT;population;NUM;anc_tot_emmengt_res_princ_occ_gratuit_annees_princ;2011
P11_ANEM_RP_LOC;population;NUM;anc_tot_emmengt_res_princ_occ_par_locataires_annees_princ;2011
P11_ANEM_RP_LOCHLMV;population;NUM;anc_tot_emmengt_res_princ_hlm_louees_vides_annees_princ;2011
P11_ANEM_RP_PROP;population;NUM;anc_tot_emmengt_res_princ_occ_par_proprietaires_annees_princ;2011
P11_APPART;population;NUM;appartements_princ;2011
P11_CHOM1564;population;NUM;chomeurs_15_64_ans_princ;2011
P11_EMPLT;population;NUM;emplois_au_lt_princ;2011
P11_EMPLT_FNSAL;population;NUM;emplois_non_salaries_femmes_au_lt_princ;2011
P11_EMPLT_FSAL;population;NUM;emplois_salaries_femmes_au_lt_princ;2011
P11_EMPLT_NSAL;population;NUM;emplois_non_salaries_au_lt_princ;2011
P11_EMPLT_NSALTP;population;NUM;emplois_non_salaries_tp_au_lt_princ;2011
P11_EMPLT_SAL;population;NUM;emplois_salaries_au_lt_princ;2011
P11_EMPLT_SALTP;population;NUM;emplois_salaries_tp_au_lt_princ;2011
P11_ETUD1564;population;NUM;elev_etud_stag_non_remuneres_15_64_ans_princ;2011
P11_F0014;population;NUM;pop_femmes_0_14_ans_princ;2011
P11_F0019;population;NUM;pop_femmes_0_19_ans_princ;2011
P11_F0205;population;NUM;femmes_2_5_ans_princ;2011
P11_F0610;population;NUM;femmes_6_10_ans_princ;2011
P11_F1114;population;NUM;femmes_11_14_ans_princ;2011
P11_F1517;population;NUM;femmes_15_17_ans_princ;2011
P11_F1524;population;NUM;pop_15_24_ans_femmes_princ;2011
P11_F1529;population;NUM;pop_femmes_15_29_ans_princ;2011
P11_F1564;population;NUM;pop_15_64_ans_femmes_princ;2011
P11_F1824;population;NUM;femmes_18_24_ans_princ;2011
P11_F2064;population;NUM;pop_femmes_20_64_ans_princ;2011
P11_F2529;population;NUM;femmes_25_29_ans_princ;2011
P11_F2554;population;NUM;pop_25_54_ans_femmes_princ;2011
P11_F3044;population;NUM;pop_femmes_30_44_ans_princ;2011
P11_F30P;population;NUM;femmes_30_ans_ou_plus_princ;2011
P11_F4559;population;NUM;pop_femmes_45_59_ans_princ;2011
P11_F5564;population;NUM;pop_55_64_ans_femmes_princ;2011
P11_F6074;population;NUM;pop_femmes_60_74_ans_princ;2011
P11_F65P;population;NUM;pop_femmes_65_ans_ou_plus_princ;2011
P11_F7589;population;NUM;pop_femmes_75_89_ans_princ;2011
P11_F90P;population;NUM;pop_femmes_90_ans_ou_plus_princ;2011
P11_FACT1524;population;NUM;actifs_15_24_ans_femmes_princ;2011
P11_FACT1564;population;NUM;actifs_15_64_ans_femmes_princ;2011
P11_FACT2554;population;NUM;actifs_25_54_ans_femmes_princ;2011
P11_FACT5564;population;NUM;actifs_55_64_ans_femmes_princ;2011
P11_FACTOCC1524;population;NUM;actifs_occupes_15_24_ans_femmes_princ;2011
P11_FACTOCC1564;population;NUM;actifs_occupes_15_64_ans_femmes_princ;2011
P11_FACTOCC15P;population;NUM;actifs_occupes_15_ans_ou_plus_femmes_princ;2011
P11_FACTOCC2554;population;NUM;actifs_occupes_25_54_ans_femmes_princ;2011
P11_FACTOCC5564;population;NUM;actifs_occupes_55_64_ans_femmes_princ;2011
P11_FCHOM1524;population;NUM;chomeurs_15_24_ans_femmes_princ;2011
P11_FCHOM1564;population;NUM;chomeurs_15_64_ans_femmes_princ;2011
P11_FCHOM2554;population;NUM;chomeurs_25_54_ans_femmes_princ;2011
P11_FCHOM5564;population;NUM;chomeurs_55_64_ans_femmes_princ;2011
P11_FNSAL15P;population;NUM;non_salaries_15_ans_ou_plus_femmes_princ;2011
P11_FNSAL15P_AIDFAM;population;NUM;non_salaries_15_ans_ou_plus_femmes_aides_familiales_princ;2011
P11_FNSAL15P_EMPLOY;population;NUM;non_salaries_15_ans_ou_plus_femmes_employeurs_princ;2011
P11_FNSAL15P_INDEP;population;NUM;non_salaries_15_ans_ou_plus_femmes_independantes_princ;2011
P11_FNSCOL15P;population;NUM;femmes_15_ans_ou_plus_non_scolarisees_princ;2011
P11_FNSCOL15P_BAC;population;NUM;femmes_15_ans_ou_plus_non_scol_bac_bp_princ;2011
P11_FNSCOL15P_BACP2;population;NUM;femmes_15_ans_ou_plus_non_scol_enseignement_sup_court_princ;2011
P11_FNSCOL15P_BEPC;population;NUM;femmes_15_ans_ou_plus_non_scol_bepc_brevet_colleges_princ;2011
P11_FNSCOL15P_CAPBEP;population;NUM;femmes_15_ans_ou_plus_non_scol_cap_bep_princ;2011
P11_FNSCOL15P_CEP;population;NUM;femmes_15_ans_ou_plus_non_scol_cep_princ;2011
P11_FNSCOL15P_DIPL0;population;NUM;femmes_15_ans_ou_plus_non_scol_sans_diplome_princ;2011
P11_FNSCOL15P_SUP;population;NUM;femmes_15_ans_ou_plus_non_scol_enseignement_sup_long_princ;2011
P11_FSAL1524;population;NUM;salaries_15_24_ans_femmes_princ;2011
P11_FSAL1524_TP;population;NUM;salaries_15_24_ans_femmes_tp_princ;2011
P11_FSAL1564;population;NUM;salaries_15_64_ans_femmes_princ;2011
P11_FSAL1564_TP;population;NUM;salaries_15_64_ans_femmes_tp_princ;2011
P11_FSAL15P;population;NUM;salaries_15_ans_ou_plus_femmes_princ;2011
P11_FSAL15P_APPR;population;NUM;salaries_15_ans_ou_plus_femmes_apprentissage_stage_princ;2011
P11_FSAL15P_CDD;population;NUM;salaries_15_ans_ou_plus_femmes_cdd_princ;2011
P11_FSAL15P_CDI;population;NUM;salaries_15_ans_ou_plus_femmes_fonct_publ_cdi_princ;2011
P11_FSAL15P_EMPAID;population;NUM;salaries_15_ans_ou_plus_femmes_emplois_aides_princ;2011
P11_FSAL15P_INTERIM;population;NUM;salaries_15_ans_ou_plus_femmes_interim_princ;2011
P11_FSAL15P_TP;population;NUM;salaries_15_ans_ou_plus_tp_femmes_princ;2011
P11_FSAL2554;population;NUM;salaries_25_54_ans_femmes_princ;2011
P11_FSAL2554_TP;population;NUM;salaries_25_54_ans_femmes_tp_princ;2011
P11_FSAL5564;population;NUM;salaries_55_64_ans_femmes_princ;2011
P11_FSAL5564_TP;population;NUM;salaries_55_64_ans_femmes_tp_princ;2011
P11_FSCOL0205;population;NUM;femmes_scolarisees_2_5_ans_princ;2011
P11_FSCOL0610;population;NUM;femmes_scolarisees_6_10_ans_princ;2011
P11_FSCOL1114;population;NUM;femmes_scolarisees_11_14_ans_princ;2011
P11_FSCOL1517;population;NUM;femmes_scolarisees_15_17_ans_princ;2011
P11_FSCOL1824;population;NUM;femmes_scolarisees_18_24_ans_princ;2011
P11_FSCOL2529;population;NUM;femmes_scolarisees_25_29_ans_princ;2011
P11_FSCOL30P;population;NUM;femmes_scolarisees_30_ans_ou_plus_princ;2011
