source_code;target_table;data_type;canonical_metric;available_years
C22_ACT1564_STAT_GSEC14_24;composition;NUM;actifs_15_64_ans_prof_intermediaires_compl;2022
C22_ACT1564_STAT_GSEC15_25;composition;NUM;actifs_15_64_ans_employes_compl;2022
C22_ACT1564_STAT_GSEC16_26;composition;NUM;actifs_15_64_ans_ouvriers_compl;2022
C22_ACTOCC1564;composition;NUM;actifs_occupes_15_64_ans_compl;2022
C22_ACTOCC1564_STAT_GSEC11;composition;NUM;actifs_occ_15_64_ans_agriculteurs_exploitants_compl;2022
C22_ACTOCC1564_STAT_GSEC12;composition;NUM;actifs_occ_15_64_ans_artisans_comm_chefs_entr_compl;2022
C22_ACTOCC1564_STAT_GSEC13;composition;NUM;actifs_occ_15_64_ans_cadres_prof_intel_sup_compl;2022
C22_ACTOCC1564_STAT_GSEC14;composition;NUM;actifs_occ_15_64_ans_prof_intermediaires_compl;2022
C22_ACTOCC1564_STAT_GSEC15;composition;NUM;actifs_occupes_15_64_ans_employes_compl;2022
C22_ACTOCC1564_STAT_GSEC16;composition;NUM;actifs_occupes_15_64_ans_ouvriers_compl;2022
C22_AGRILT_F;composition;NUM;emplois_femmes_au_lt_agriculture_compl;2022
C22_AGRILT_FNSAL;composition;NUM;emplois_non_sal_femmes_au_lt_agriculture_compl;2022
C22_AGRILT_FSAL;composition;NUM;emplois_salaries_femmes_au_lt_agriculture_compl;2022
C22_AGRILT_NSAL;composition;NUM;emplois_non_salaries_au_lt_agriculture_compl;2022
C22_AGRILT_SAL;composition;NUM;emplois_salaries_au_lt_agriculture_compl;2022
C22_APESASLT_F;composition;NUM;emploi_femmes_au_lt_adm_publiqu_enseign_sante_act_sociale_compl;2022
C22_APESASLT_FNSAL;composition;NUM;emplo_non_sal_femme_au_lt_adm_publi_ensei_sante_act_socia_compl;2022
C22_APESASLT_FSAL;composition;NUM;emplo_salar_femme_au_lt_adm_publi_enseig_sante_act_social_compl;2022
C22_APESASLT_NSAL;composition;NUM;emplo_non_salari_au_lt_adm_publiq_enseig_sante_act_social_compl;2022
C22_APESASLT_SAL;composition;NUM;emploi_salari_au_lt_adm_publiqu_enseign_sante_act_sociale_compl;2022
C22_CONSTLT_F;composition;NUM;emplois_femmes_au_lt_construction_compl;2022
C22_CONSTLT_FNSAL;composition;NUM;emplois_non_sal_femmes_au_lt_construction_compl;2022
C22_CONSTLT_FSAL;composition;NUM;emplois_salaries_femmes_au_lt_construction_compl;2022
C22_CONSTLT_NSAL;composition;NUM;emplois_non_salaries_au_lt_construction_compl;2022
C22_CONSTLT_SAL;composition;NUM;emplois_salaries_au_lt_construction_compl;2022
C22_COUPAENF;composition;NUM;fam_couple_avec_enfant_s_compl;2022
C22_COUPSENF;composition;NUM;fam_couple_sans_enfant_compl;2022
C22_CTSLT_F;composition;NUM;emplois_femmes_au_lt_commerce_transports_services_divers_compl;2022
C22_CTSLT_FNSAL;composition;NUM;emploi_non_sal_femmes_au_lt_commer_transpo_service_divers_compl;2022
C22_CTSLT_FSAL;composition;NUM;emploi_salari_femmes_au_lt_commerc_transpo_service_divers_compl;2022
C22_CTSLT_NSAL;composition;NUM;emplois_non_salarie_au_lt_commerc_transpo_services_divers_compl;2022
C22_CTSLT_SAL;composition;NUM;emplois_salaries_au_lt_commerce_transport_services_divers_compl;2022
C22_EMPLT;composition;NUM;emplois_au_lt_compl;2022
C22_EMPLT_AGRI;composition;NUM;emplois_au_lt_agriculture_compl;2022
C22_EMPLT_APESAS;composition;NUM;emplois_au_lt_adm_publique_enseignement_sante_act_sociale_compl;2022
C22_EMPLT_CONST;composition;NUM;emplois_au_lt_construction_compl;2022
C22_EMPLT_CTS;composition;NUM;emplois_au_lt_commerce_transports_services_divers_compl;2022
C22_EMPLT_F;composition;NUM;emplois_femmes_au_lt_compl;2022
C22_EMPLT_GS1;composition;NUM;agriculteurs_exploitants_au_lt_compl;2022
C22_EMPLT_GS2;composition;NUM;artisans_commercants_chefs_entreprise_au_lt_compl;2022
C22_EMPLT_GS3;composition;NUM;cadres_prof_intel_sup_au_lt_compl;2022
C22_EMPLT_GS4;composition;NUM;prof_intermediaires_au_lt_compl;2022
C22_EMPLT_GS5;composition;NUM;employes_au_lt_compl;2022
C22_EMPLT_GS6;composition;NUM;ouvriers_au_lt_compl;2022
C22_EMPLT_INDUS;composition;NUM;emplois_au_lt_industrie_compl;2022
C22_EMPLT_SAL;composition;NUM;emplois_salaries_au_lt_compl;2022
C22_F15P;composition;NUM;pop_15_ans_ou_plus_femmes_compl;2022
C22_F15P_STAT_GSEC11_21;composition;NUM;pop_15_ans_ou_plus_femmes_agriculteurs_exploitants_compl;2022
C22_F15P_STAT_GSEC12_22;composition;NUM;pop_15_ans_ou_plus_femmes_artisans_comm_chefs_entr_compl;2022
C22_F15P_STAT_GSEC13_23;composition;NUM;pop_15_ans_ou_plus_femmes_cadres_prof_intel_sup_compl;2022
C22_F15P_STAT_GSEC14_24;composition;NUM;pop_15_ans_ou_plus_femmes_prof_intermediaires_compl;2022
C22_F15P_STAT_GSEC15_25;composition;NUM;pop_15_ans_ou_plus_femmes_employes_compl;2022
C22_F15P_STAT_GSEC16_26;composition;NUM;pop_15_ans_ou_plus_femmes_ouvriers_compl;2022
C22_FAM;composition;NUM;familles_compl;2022
C22_FAMMONO;composition;NUM;fam_monoparentales_compl;2022
C22_FAMRECOMP;composition;NUM;fam_coup_avec_au_moin_un_enfa_d_un_seul_des_2_memb_du_coup_comp;2022
C22_FAMTRAD;composition;NUM;fam_couple_avec_uniquement_enfant_s_du_couple_compl;2022
C22_FMONO;composition;NUM;fam_mono_femmes_avec_enfant_s_compl;2022
C22_H15P;composition;NUM;pop_15_ans_ou_plus_hommes_compl;2022
C22_H15P_STAT_GSEC11_21;composition;NUM;pop_15_ans_ou_plus_hommes_agriculteurs_exploitants_compl;2022
C22_H15P_STAT_GSEC12_22;composition;NUM;pop_15_ans_ou_plus_hommes_artisans_comm_chefs_entr_compl;2022
C22_H15P_STAT_GSEC13_23;composition;NUM;pop_15_ans_ou_plus_hommes_cadres_prof_intel_sup_compl;2022
C22_H15P_STAT_GSEC14_24;composition;NUM;pop_15_ans_ou_plus_hommes_prof_intermediaires_compl;2022
C22_H15P_STAT_GSEC15_25;composition;NUM;pop_15_ans_ou_plus_hommes_employes_compl;2022
C22_H15P_STAT_GSEC16_26;composition;NUM;pop_15_ans_ou_plus_hommes_ouvriers_compl;2022
C22_HMONO;composition;NUM;fam_mono_hommes_avec_enfant_s_compl;2022
C22_INDUSLT_F;composition;NUM;emplois_femmes_au_lt_industrie_compl;2022
C22_INDUSLT_FNSAL;composition;NUM;emplois_non_sal_femmes_au_lt_industrie_compl;2022
C22_INDUSLT_FSAL;composition;NUM;emplois_salaries_femmes_au_lt_industrie_compl;2022
C22_INDUSLT_NSAL;composition;NUM;emplois_non_salaries_au_lt_industrie_compl;2022
C22_INDUSLT_SAL;composition;NUM;emplois_salaries_au_lt_industrie_compl;2022
C22_MEN;composition;NUM;menages_compl;2022
C22_MEN-FAM;composition;NUM;menages_avec_1_famille_compl;2022
C22_MEN1FCOUPENF1ADUL;composition;NUM;men_1_fam_coup_au_moin_un_enfant_d_un_seul_parent_comp;2022
C22_MEN1FCOUPSENF;composition;NUM;men_1_fam_couple_sans_enfant_compl;2022
C22_MEN1FCOUPUNIQENFCOUP;composition;NUM;men_1_fam_couple_avec_uniquement_enfant_s_du_couple_compl;2022
C22_MEN1FMONOF;composition;NUM;men_1_fam_monoparentale_femmes_compl;2022
C22_MEN1FMONOH;composition;NUM;men_1_fam_monoparentale_hommes_compl;2022
C22_MENCOUPAENF;composition;NUM;men_fam_princ_couple_avec_enfant_s_compl;2022
C22_MENCOUPSENF;composition;NUM;men_fam_princ_couple_sans_enfant_compl;2022
C22_MENFAM;composition;NUM;menages_avec_famille_s_compl;2022
C22_MENFAMMONO;composition;NUM;men_fam_princ_famille_mono_compl;2022
C22_MENFSEUL;composition;NUM;menages_femmes_seules_compl;2022
C22_MENHSEUL;composition;NUM;menages_hommes_seuls_compl;2022
C22_MENPSEUL;composition;NUM;menages_1_personne_compl;2022
C22_MENSFAM;composition;NUM;menages_autres_sans_famille_compl;2022
C22_MEN_STAT_GSEC11_21;composition;NUM;menages_pers_ref_agri_expl_compl;2022
C22_MEN_STAT_GSEC12_22;composition;NUM;menages_pers_ref_art_comm_chefs_entr_compl;2022
C22_MEN_STAT_GSEC13_23;composition;NUM;menages_pers_ref_cadres_prof_int_sup_compl;2022
C22_MEN_STAT_GSEC14_24;composition;NUM;menages_pers_ref_prof_intermediaire_compl;2022
C22_MEN_STAT_GSEC15_25;composition;NUM;menages_pers_ref_employe_compl;2022
C22_MEN_STAT_GSEC16_26;composition;NUM;menages_pers_ref_ouvrier_compl;2022
C22_MEN_STAT_GSEC32;composition;NUM;menages_pers_ref_retraite_compl;2022
C22_MEN_STAT_GSEC40;composition;NUM;menages_pers_ref_autre_compl;2022
C22_NE24F0;composition;NUM;fam_0_enfant_moins_25_ans_compl;2022
C22_NE24F1;composition;NUM;fam_1_enfant_moins_25_ans_compl;2022
C22_NE24F2;composition;NUM;fam_2_enfants_moins_25_ans_compl;2022
C22_NE24F3;composition;NUM;fam_3_enfants_moins_25_ans_compl;2022
C22_NE24F4P;composition;NUM;fam_4_enfants_ou_plus_moins_25_ans_compl;2022
C22_PMEN;composition;NUM;pop_menages_compl;2022
C22_PMEN1FCOUPENF1ADUL;composition;NUM;pop_men_1_fam_coup_au_moin_un_enfant_d_un_seul_parent_comp;2022
C22_PMEN1FCOUPSENF;composition;NUM;pop_men_1_fam_couple_sans_enfant_compl;2022
C22_PMEN1FCOUPUNIQENFCOUP;composition;NUM;pop_men_1_fam_couple_avec_uniquement_enfant_s_du_couple_compl;2022
C22_PMEN1FMONOF;composition;NUM;pop_men_1_fam_monoparentale_femmes_compl;2022
C22_PMEN1FMONOH;composition;NUM;pop_men_1_fam_monoparentale_hommes_compl;2022
C22_PMENFAM;composition;NUM;pop_menage_d_une_famille_compl;2022
C22_PMEN_MENCOUPAENF;composition;NUM;pop_men_fam_princ_couple_avec_enfant_s_compl;2022
C22_PMEN_MENCOUPSENF;composition;NUM;pop_men_fam_princ_couple_sans_enfant_compl;2022
C22_PMEN_MENFAM;composition;NUM;pop_men_avec_famille_s_compl;2022
C22_PMEN_MENFAMMONO;composition;NUM;pop_men_fam_princ_famille_mono_compl;2022
C22_PMEN_MENFSEUL;composition;NUM;pop_men_femmes_seules_compl;2022
C22_PMEN_MENHSEUL;composition;NUM;pop_men_hommes_seuls_compl;2022
C22_PMEN_MENPSEUL;composition;NUM;pop_men_personnes_seules_compl;2022
C22_PMEN_MENSFAM;composition;NUM;pop_men_autres_sans_famille_compl;2022
C22_PMEN_STAT_GSEC11_21;composition;NUM;pop_men_pers_ref_agri_expl_compl;2022
C22_PMEN_STAT_GSEC12_22;composition;NUM;pop_men_pers_ref_art_com_chef_ent_compl;2022
C22_PMEN_STAT_GSEC13_23;composition;NUM;pop_men_pers_ref_cadres_prof_int_sup_compl;2022
C22_PMEN_STAT_GSEC14_24;composition;NUM;pop_men_pers_ref_prof_intermediaire_compl;2022
C22_PMEN_STAT_GSEC15_25;composition;NUM;pop_men_pers_ref_employe_compl;2022
C22_PMEN_STAT_GSEC16_26;composition;NUM;pop_men_pers_ref_ouvrier_compl;2022
C22_PMEN_STAT_GSEC32;composition;NUM;pop_men_pers_ref_retraite_compl;2022
C22_PMEN_STAT_GSEC40;composition;NUM;pop_men_pers_ref_autre_compl;2022
C22_POP1524;composition;NUM;pop_15_24_ans_compl;2022
C22_POP1524_STAT_GSEC11_21;composition;NUM;pop_15_24_ans_agriculteurs_exploitants_compl;2022
C22_POP1524_STAT_GSEC12_22;composition;NUM;pop_15_24_ans_artisans_comm_chefs_entr_compl;2022
C22_POP1524_STAT_GSEC13_23;composition;NUM;pop_15_24_ans_cadres_prof_intel_sup_compl;2022
C22_POP1524_STAT_GSEC14_24;composition;NUM;pop_15_24_ans_prof_intermediaires_compl;2022
C22_POP1524_STAT_GSEC15_25;composition;NUM;pop_15_24_ans_employes_compl;2022
C22_POP1524_STAT_GSEC16_26;composition;NUM;pop_15_24_ans_ouvriers_compl;2022
C22_POP15P;composition;NUM;pop_15_ans_ou_plus_compl;2022
C22_POP15P_STAT_GSEC11_21;composition;NUM;pop_15_ans_ou_plus_agriculteurs_exploitants_compl;2022
C22_POP15P_STAT_GSEC12_22;composition;NUM;pop_15_ans_ou_plus_artisans_comm_chefs_entr_compl;2022
C22_POP15P_STAT_GSEC13_23;composition;NUM;pop_15_ans_ou_plus_cadres_prof_intel_sup_compl;2022
C22_POP15P_STAT_GSEC14_24;composition;NUM;pop_15_ans_ou_plus_prof_intermediaires_compl;2022
C22_POP15P_STAT_GSEC15_25;composition;NUM;pop_15_ans_ou_plus_employes_compl;2022
C22_POP15P_STAT_GSEC16_26;composition;NUM;pop_15_ans_ou_plus_ouvriers_compl;2022
C22_POP15P_STAT_GSEC32;composition;NUM;pop_15_ans_ou_plus_retraites_compl;2022
C22_POP15P_STAT_GSEC40;composition;NUM;pop_15_ans_ou_plus_autres_personne_sans_activite_professi_compl;2022
C22_POP2554;composition;NUM;pop_25_54_ans_compl;2022
C22_POP2554_STAT_GSEC11_21;composition;NUM;pop_25_54_ans_agriculteurs_exploitants_compl;2022
C22_POP2554_STAT_GSEC12_22;composition;NUM;pop_25_54_ans_artisans_comm_chefs_entr_compl;2022
C22_POP2554_STAT_GSEC13_23;composition;NUM;pop_25_54_ans_cadres_prof_intel_sup_compl;2022
C22_POP2554_STAT_GSEC14_24;composition;NUM;pop_25_54_ans_prof_intermediaires_compl;2022
C22_POP2554_STAT_GSEC15_25;composition;NUM;pop_25_54_ans_employes_compl;2022
C22_POP2554_STAT_GSEC16_26;composition;NUM;pop_25_54_ans_ouvriers_compl;2022
C22_POP55P;composition;NUM;pop_55_ans_ou_plus_compl;2022
C22_POP55P_STAT_GSEC11_21;composition;NUM;pop_55_ans_ou_plus_agriculteurs_exploitants_compl;2022
C22_POP55P_STAT_GSEC12_22;composition;NUM;pop_55_ans_ou_plus_artisans_comm_chefs_entr_compl;2022
C22_POP55P_STAT_GSEC13_23;composition;NUM;pop_55_ans_ou_plus_cadres_prof_intel_sup_compl;2022
C22_POP55P_STAT_GSEC14_24;composition;NUM;pop_55_ans_ou_plus_prof_intermediaires_compl;2022
C22_POP55P_STAT_GSEC15_25;composition;NUM;pop_55_ans_ou_plus_employes_compl;2022
C22_POP55P_STAT_GSEC16_26;composition;NUM;pop_55_ans_ou_plus_ouvriers_compl;2022
C22_RP_NORME;composition;NUM;res_princ_occupation_norme;2022
C22_RP_SOUSOCC_ACC;composition;NUM;res_princ_sous_occupation_accentuee;2022
C22_RP_SOUSOCC_MOD;composition;NUM;res_princ_sous_occupation_moderee;2022
C22_RP_SOUSOCC_TACC;composition;NUM;res_princ_sous_occupation_tres_accentuee;2022
C22_RP_SUROCC_ACC;composition;NUM;res_princ_suroccupation_accentuee;2022
C22_RP_SUROCC_MOD;composition;NUM;res_princ_suroccupation_moderee;2022
CPG026;tourism_accommodations;NUM;campings_non_classes;2025
CPG126;tourism_accommodations;NUM;campings_classes_1_etoile;2025
CPG226;tourism_accommodations;NUM;campings_classes_2_etoiles;2025
CPG26;tourism_accommodations;NUM;campings;2025
CPG326;tourism_accommodations;NUM;campings_classes_3_etoiles;2025
CPG426;tourism_accommodations;NUM;campings_classes_4_etoiles;2025
CPG526;tourism_accommodations;NUM;campings_classes_5_etoiles;2025
CPGE026;tourism_accommodations;NUM;emplacements_camping_non_classes;2025
CPGE126;tourism_accommodations;NUM;emplacements_camping_classes_1_etoile;2025
CPGE226;tourism_accommodations;NUM;emplacements_camping_classes_2_etoiles;2025
CPGE26;tourism_accommodations;NUM;emplacements_de_camping;2025
CPGE326;tourism_accommodations;NUM;emplacements_camping_classes_3_etoiles;2025
CPGE426;tourism_accommodations;NUM;emplacements_camping_classes_4_etoiles;2025
CPGE526;tourism_accommodations;NUM;emplacements_camping_classes_5_etoiles;2025
CPGEL026;tourism_accommodations;NUM;emplacements_loues_a_l_annee_campings_non_classes;2025
CPGEL126;tourism_accommodations;NUM;emplacements_loues_a_l_annee_campings_classes_1_etoile;2025
CPGEL226;tourism_accommodations;NUM;emplacements_loues_a_l_annee_campings_classes_2_etoiles;2025
CPGEL26;tourism_accommodations;NUM;emplacements_loues_a_l_annee;2025
CPGEL326;tourism_accommodations;NUM;emplacements_loues_a_l_annee_campings_classes_3_etoiles;2025
CPGEL426;tourism_accommodations;NUM;emplacements_loues_a_l_annee_campings_classes_4_etoiles;2025
CPGEL526;tourism_accommodations;NUM;emplacements_loues_a_l_annee_campings_classes_5_etoiles;2025
CPGEO026;tourism_accommodations;NUM;emplacements_offerts_clientele_de_passage_campings_non_classes;2025
CPGEO126;tourism_accommodations;NUM;emplacem_offerts_clientele_de_passage_campings_classes_1_etoile;2025
CPGEO226;tourism_accommodations;NUM;emplacem_offerts_clientel_de_passage_campings_classes_2_etoiles;2025
CPGEO26;tourism_accommodations;NUM;emplacements_offerts_clientele_de_passage_dans_campings;2025
CPGEO326;tourism_accommodations;NUM;emplacem_offerts_clientel_de_passage_campings_classes_3_etoiles;2025
CPGEO426;tourism_accommodations;NUM;emplacem_offerts_clientel_de_passage_campings_classes_4_etoiles;2025
CPGEO526;tourism_accommodations;NUM;emplacem_offerts_clientel_de_passage_campings_classes_5_etoiles;2025
D121;fiscal;NUM;1er_decile_du_niveau_de_vie;2021
D68_LOG;historical_demography;NUM;logements_dnbt;1968
D68_LOGVAC;historical_demography;NUM;logements_vacants_dnbt;1968
D68_NPER_RP;historical_demography;NUM;pop_menages_pop_res_princ_dnbt;1968
D68_POP;historical_demography;NUM;population_dnbt;1968
D68_RP;historical_demography;NUM;residences_principales_menages_dnbt;1968
D68_RSECOCC;historical_demography;NUM;res_secondaires_et_logts_occasionnels_dnbt;1968
D75_LOG;historical_demography;NUM;logements_dnbt;1975
D75_LOGVAC;historical_demography;NUM;logements_vacants_dnbt;1975
D75_NPER_RP;historical_demography;NUM;pop_menages_pop_res_princ_dnbt;1975
D75_POP;historical_demography;NUM;population_dnbt;1975
D75_RP;historical_demography;NUM;residences_principales_menages_dnbt;1975
D75_RSECOCC;historical_demography;NUM;res_secondaires_et_logts_occasionnels_dnbt;1975
D82_LOG;historical_demography;NUM;logements_dnbt;1982
D82_LOGVAC;historical_demography;NUM;logements_vacants_dnbt;1982
D82_NPER_RP;historical_demography;NUM;pop_menages_pop_res_princ_dnbt;1982
D82_POP;historical_demography;NUM;population_dnbt;1982
D82_RP;historical_demography;NUM;residences_principales_menages_dnbt;1982
D82_RSECOCC;historical_demography;NUM;res_secondaires_et_logts_occasionnels_dnbt;1982
D90_LOG;historical_demography;NUM;logements_dnbt;1990
D90_LOGVAC;historical_demography;NUM;logements_vacants_dnbt;1990
D90_NPER_RP;historical_demography;NUM;pop_menages_pop_res_princ_dnbt;1990
D90_POP;historical_demography;NUM;population_dnbt;1990
D90_RP;historical_demography;NUM;residences_principales_menages_dnbt;1990
D90_RSECOCC;historical_demography;NUM;res_secondaires_et_logts_occasionnels_dnbt;1990
D921;fiscal;NUM;9e_decile_du_niveau_de_vie;2021
D99_LOG;historical_demography;NUM;logements_dnbt;1999
D99_LOGVAC;historical_demography;NUM;logements_vacants_dnbt;1999
D99_PMEN;historical_demography;NUM;pop_menages_pop_res_princ_dnbt;1999
D99_POP;historical_demography;NUM;population_dnbt;1999
D99_RP;historical_demography;NUM;residences_principales_menages_dnbt;1999
D99_RSECOCC;historical_demography;NUM;res_secondaires_et_logts_occasionnels_dnbt;1999
DECESD14;births_deaths;NUM;deces_domicilies;2014
DECESD15;births_deaths;NUM;deces_domicilies;2015
DECESD16;births_deaths;NUM;deces_domicilies;2016
DECESD17;births_deaths;NUM;deces_domicilies;2017
DECESD18;births_deaths;NUM;deces_domicilies;2018
DECESD19;births_deaths;NUM;deces_domicilies;2019
DECESD20;births_deaths;NUM;deces_domicilies;2020
DECESD21;births_deaths;NUM;deces_domicilies;2021
DECESD22;births_deaths;NUM;deces_domicilies;2022
DECESD23;births_deaths;NUM;deces_domicilies;2023
DECESD24;births_deaths;NUM;deces_domicilies;2024
ELECTEURSLP2020;electoral_data;NUM;electeurs_inscrits_sur_liste_principale;2020
ELECTEURSLP2021;electoral_data;NUM;electeurs_inscrits_sur_liste_principale;2021
ELECTEURSLP2022;electoral_data;NUM;electeurs_inscrits_sur_liste_principale;2022
ELECTEURSLP2024;electoral_data;NUM;electeurs_inscrits_sur_liste_principale;2024
ENCBE24;creation_entreprises;NUM;creations_d_entr_de_l_industrie;2024
ENCFZ24;creation_entreprises;NUM;creations_d_entr_de_la_construction;2024
ENCGI24;creation_entreprises;NUM;creations_d_entr_de_comm_transp_restau_heberg;2024
ENCIBE24;creation_entreprises;NUM;creat_d_entr_ind_de_l_industrie;2024
ENCIFZ24;creation_entreprises;NUM;creat_d_entr_ind_de_la_construction;2024
ENCIGI24;creation_entreprises;NUM;creat_d_entr_ind_de_comm_transp_restau_heberg;2024
ENCIJZ24;creation_entreprises;NUM;creat_d_entr_ind_d_information_et_communication;2024
ENCIKZ24;creation_entreprises;NUM;creat_d_entr_ind_d_activites_financieres_et_d_assurance;2024
ENCILZ24;creation_entreprises;NUM;creat_d_entr_ind_d_activites_immobilieres;2024
ENCIMN24;creation_entreprises;NUM;crea_d_entr_ind_d_acti_spec_scie_et_tech_et_serv_adm;2024
ENCIOQ24;creation_entreprises;NUM;creat_d_entr_ind_du_secte_adm_publ_ensei_sante_et_action_social;2024
ENCIRU24;creation_entreprises;NUM;creat_d_entr_ind_des_autres_activites_de_services;2024
ENCITOT12;creation_histo;NUM;creations_d_entr_ind;2012
ENCITOT13;creation_histo;NUM;creations_d_entr_ind;2013
ENCITOT14;creation_histo;NUM;creations_d_entr_ind;2014
ENCITOT15;creation_histo;NUM;creations_d_entr_ind;2015
ENCITOT16;creation_histo;NUM;creations_d_entr_ind;2016
ENCITOT17;creation_histo;NUM;creations_d_entr_ind;2017
ENCITOT18;creation_histo;NUM;creations_d_entr_ind;2018
ENCITOT19;creation_histo;NUM;creations_d_entr_ind;2019
ENCITOT20;creation_histo;NUM;creations_d_entr_ind;2020
ENCITOT21;creation_histo;NUM;creations_d_entr_ind;2021
ENCITOT22;creation_histo;NUM;creations_d_entr_ind;2022
ENCITOT23;creation_histo;NUM;creations_d_entr_ind;2023
ENCITOT24;creation_histo;NUM;creations_d_entr_ind;2024
ENCJZ24;creation_entreprises;NUM;creations_d_entr_d_information_et_communication;2024
ENCKZ24;creation_entreprises;NUM;creations_d_entr_d_activites_financieres_et_d_assurance;2024
ENCLZ24;creation_entreprises;NUM;creations_d_entr_d_activites_immobilieres;2024
ENCMN24;creation_entreprises;NUM;crea_d_entr_d_acti_spec_scie_et_tech_et_serv_adm;2024
ENCOQ24;creation_entreprises;NUM;creati_d_entr_du_secteu_adm_publ_enseig_sante_et_action_sociale;2024
ENCRU24;creation_entreprises;NUM;creations_d_entr_des_autres_activites_de_services;2024
ENCTOT12;creation_histo;NUM;creations_d_entr;2012
ENCTOT13;creation_histo;NUM;creations_d_entr;2013
ENCTOT14;creation_histo;NUM;creations_d_entr;2014
ENCTOT15;creation_histo;NUM;creations_d_entr;2015
ENCTOT16;creation_histo;NUM;creations_d_entr;2016
ENCTOT17;creation_histo;NUM;creations_d_entr;2017
ENCTOT18;creation_histo;NUM;creations_d_entr;2018
ENCTOT19;creation_histo;NUM;creations_d_entr;2019
ENCTOT20;creation_histo;NUM;creations_d_entr;2020
ENCTOT21;creation_histo;NUM;creations_d_entr;2021
ENCTOT22;creation_histo;NUM;creations_d_entr;2022
ENCTOT23;creation_histo;NUM;creations_d_entr;2023
ENCTOT24;creation_histo;NUM;creations_d_entr;2024
ENNBE23;employment;NUM;unites_legales_de_l_industrie_economiquement_actives;2023
ENNFZ23;employment;NUM;unites_legales_de_la_construction_economiquement_actives;2023
ENNGI23;employment;NUM;unites_legales_de_commerc_transp_restau_heberg_economiq_actives;2023
ENNJZ23;employment;NUM;unites_legales_d_information_et_communicati_economiquem_actives;2023
ENNKZ23;employment;NUM;unites_legales_d_activit_financi_et_d_assuranc_economiq_actives;2023
ENNLZ23;employment;NUM;unites_legales_d_activites_immobilieres_economiquement_actives;2023
ENNMN23;employment;NUM;unit_lega_d_acti_spec_scie_et_tech_et_serv_adm_econ_acti;2023
ENNOQ23;employment;NUM;unit_lega_du_sect_adm_publ_ense_sant_et_actio_socia_econo_activ;2023
ENNRU23;employment;NUM;unites_legales_des_autres_activite_de_services_economiq_actives;2023
ENNTOT23;employment;NUM;unites_legales_economiquement_actives;2023
ETASSMAT23;employment;NUM;particuliers_employeurs_assistants_maternels;2023
ETAUTRES23;employment;NUM;particuliers_employeurs_autres;2023
ETAZ023;employment;NUM;etablissements_agriculture_sans_salarie_fin_2023;2023
ETAZ1023;employment;NUM;etablissements_agriculture_10_a_19_salaries_fin_2023;2023
ETAZ123;employment;NUM;etablissements_agriculture_1_a_9_salaries_fin_2023;2023
ETAZ2023;employment;NUM;etablissements_agriculture_20_a_49_salaries_fin_2023;2023
ETAZ23;employment;NUM;etablissements_agriculture_fin_2023;2023
ETAZ5023;employment;NUM;etablissements_agriculture_50_salaries_ou_plus_fin_2023;2023
ETBE023;employment;NUM;etablissements_industrie_sans_salarie_fin_2023;2023
ETBE1023;employment;NUM;etablissements_industrie_10_a_19_salaries_fin_2023;2023
ETBE123;employment;NUM;etablissements_industrie_1_a_9_salaries_fin_2023;2023
ETBE2023;employment;NUM;etablissements_industrie_20_a_49_salaries_fin_2023;2023
ETBE23;employment;NUM;etablissements_industrie_fin_2023;2023
ETBE5023;employment;NUM;etablissements_industrie_50_salaries_ou_plus_fin_2023;2023
ETCBE12;creation_histo;NUM;creations_d_ets_de_l_industrie;2012
ETCBE13;creation_histo;NUM;creations_d_ets_de_l_industrie;2013
ETCBE14;creation_histo;NUM;creations_d_ets_de_l_industrie;2014
ETCBE15;creation_histo;NUM;creations_d_ets_de_l_industrie;2015
ETCBE16;creation_histo;NUM;creations_d_ets_de_l_industrie;2016
ETCBE17;creation_histo;NUM;creations_d_ets_de_l_industrie;2017
ETCBE18;creation_histo;NUM;creations_d_ets_de_l_industrie;2018
ETCBE19;creation_histo;NUM;creations_d_ets_de_l_industrie;2019
ETCBE20;creation_histo;NUM;creations_d_ets_de_l_industrie;2020
ETCBE21;creation_histo;NUM;creations_d_ets_de_l_industrie;2021
ETCBE22;creation_histo;NUM;creations_d_ets_de_l_industrie;2022
ETCBE23;creation_histo;NUM;creations_d_ets_de_l_industrie;2023
ETCBE24;creation_histo;NUM;creations_d_ets_de_l_industrie;2024
ETCFZ12;creation_histo;NUM;creations_d_ets_de_la_construction;2012
ETCFZ13;creation_histo;NUM;creations_d_ets_de_la_construction;2013
ETCFZ14;creation_histo;NUM;creations_d_ets_de_la_construction;2014
ETCFZ15;creation_histo;NUM;creations_d_ets_de_la_construction;2015
ETCFZ16;creation_histo;NUM;creations_d_ets_de_la_construction;2016
ETCFZ17;creation_histo;NUM;creations_d_ets_de_la_construction;2017
ETCFZ18;creation_histo;NUM;creations_d_ets_de_la_construction;2018
ETCFZ19;creation_histo;NUM;creations_d_ets_de_la_construction;2019
ETCFZ20;creation_histo;NUM;creations_d_ets_de_la_construction;2020
ETCFZ21;creation_histo;NUM;creations_d_ets_de_la_construction;2021
ETCFZ22;creation_histo;NUM;creations_d_ets_de_la_construction;2022
ETCFZ23;creation_histo;NUM;creations_d_ets_de_la_construction;2023
ETCFZ24;creation_histo;NUM;creations_d_ets_de_la_construction;2024
